Series_reference,Period,Data_value,STATUS,UNITS,MAGNTUDE,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
RNAA.SG01NAC34B0109QQ1,2004.03,896,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Health Care and Social Assistance,,
RNAA.SG01NAC34B0109QQ1,2005.03,981,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Health Care and Social Assistance,,
RNAA.SG01NAC34B0109QQ1,2006.03,1118,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Health Care and Social Assistance,,
RNAA.SG01NAC34B0109QQ1,2007.03,1243,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Health Care and Social Assistance,,
RNAA.SG01NAC34B0109QQ1,2008.03,1362,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Health Care and Social Assistance,,
RNAA.SG01NAC34B0109QQ1,2009.03,1499,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Health Care and Social Assistance,,
RNAA.SG01NAC34B0109QQ1,2010.03,1592,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Health Care and Social Assistance,,
RNAA.SG01NAC34B0109QQ1,2011.03,1616,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Health Care and Social Assistance,,
RNAA.SG01NAC34B0109QQ1,2012.03,1651,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Health Care and Social Assistance,,
RNAA.SG01NAC34B0109QQ1,2013.03,1741,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Health Care and Social Assistance,,
RNAA.SG01NAC34B0109QQ1,2014.03,1779,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Health Care and Social Assistance,,
RNAA.SG01NAC34B0109QQ1,2015.03,1863,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Health Care and Social Assistance,,
RNAA.SG01NAC34B0109QQ1,2016.03,1954,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Health Care and Social Assistance,,
RNAA.SG01NAC34B0109QQ1,2017.03,2059,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Health Care and Social Assistance,,
RNAA.SG01NAC34B0109QQ1,2018.03,1902,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Health Care and Social Assistance,,
RNAA.SG01NAC34B0109QQ1,2019.03,1992,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Health Care and Social Assistance,,
RNAA.SG01NAC34B0109QQ1,2020.03,2159,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Health Care and Social Assistance,,
RNAA.SG01NAC34B0109QQ1,2021.03,2372,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Health Care and Social Assistance,,
RNAA.SG01NAC34B0109QQ1,2022.03,0,PROVISIONAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Health Care and Social Assistance,,
RNAA.SG01NAC34B0109ZZ9,2000.03,16021,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Total All Industries,,
RNAA.SG01NAC34B0109ZZ9,2001.03,16250,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Total All Industries,,
RNAA.SG01NAC34B0109ZZ9,2002.03,17424,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Total All Industries,,
RNAA.SG01NAC34B0109ZZ9,2003.03,18184,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Total All Industries,,
RNAA.SG01NAC34B0109ZZ9,2004.03,19021,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Total All Industries,,
RNAA.SG01NAC34B0109ZZ9,2005.03,19957,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Total All Industries,,
RNAA.SG01NAC34B0109ZZ9,2006.03,21190,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Total All Industries,,
RNAA.SG01NAC34B0109ZZ9,2007.03,21639,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Total All Industries,,
RNAA.SG01NAC34B0109ZZ9,2008.03,23246,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Total All Industries,,
RNAA.SG01NAC34B0109ZZ9,2009.03,23858,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Total All Industries,,
RNAA.SG01NAC34B0109ZZ9,2010.03,25116,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Total All Industries,,
RNAA.SG01NAC34B0109ZZ9,2011.03,25542,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Total All Industries,,
RNAA.SG01NAC34B0109ZZ9,2012.03,26769,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Total All Industries,,
RNAA.SG01NAC34B0109ZZ9,2013.03,27185,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Total All Industries,,
RNAA.SG01NAC34B0109ZZ9,2014.03,28435,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Total All Industries,,
RNAA.SG01NAC34B0109ZZ9,2015.03,29619,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Total All Industries,,
RNAA.SG01NAC34B0109ZZ9,2016.03,30701,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Total All Industries,,
RNAA.SG01NAC34B0109ZZ9,2017.03,31929,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Total All Industries,,
RNAA.SG01NAC34B0109ZZ9,2018.03,33591,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Total All Industries,,
RNAA.SG01NAC34B0109ZZ9,2019.03,34875,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Total All Industries,,
RNAA.SG01NAC34B0109ZZ9,2020.03,37572,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Total All Industries,,
RNAA.SG01NAC34B0109ZZ9,2021.03,37781,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Total All Industries,,
RNAA.SG01NAC34B0109ZZ9,2022.03,0,PROVISIONAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Total All Industries,,
RNAA.SG01NAC34B0109ZZA,2000.03,1202,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,"GST on Production, Import Duties and Other Taxes",,
RNAA.SG01NAC34B0109ZZA,2001.03,1197,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,"GST on Production, Import Duties and Other Taxes",,
RNAA.SG01NAC34B0109ZZA,2002.03,1274,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,"GST on Production, Import Duties and Other Taxes",,
RNAA.SG01NAC34B0109ZZA,2003.03,1389,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,"GST on Production, Import Duties and Other Taxes",,
RNAA.SG01NAC34B0109ZZA,2004.03,1457,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,"GST on Production, Import Duties and Other Taxes",,
RNAA.SG01NAC34B0109ZZA,2005.03,1549,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,"GST on Production, Import Duties and Other Taxes",,
RNAA.SG01NAC34B0109ZZA,2006.03,1655,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,"GST on Production, Import Duties and Other Taxes",,
RNAA.SG01NAC34B0109ZZA,2007.03,1803,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,"GST on Production, Import Duties and Other Taxes",,
RNAA.SG01NAC34B0109ZZA,2008.03,1901,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,"GST on Production, Import Duties and Other Taxes",,
RNAA.SG01NAC34B0109ZZA,2009.03,1911,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,"GST on Production, Import Duties and Other Taxes",,
RNAA.SG01NAC34B0109ZZA,2010.03,1979,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,"GST on Production, Import Duties and Other Taxes",,
RNAA.SG01NAC34B0109ZZA,2011.03,2173,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,"GST on Production, Import Duties and Other Taxes",,
RNAA.SG01NAC34B0109ZZA,2012.03,2445,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,"GST on Production, Import Duties and Other Taxes",,
RNAA.SG01NAC34B0109ZZA,2013.03,2512,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,"GST on Production, Import Duties and Other Taxes",,
RNAA.SG01NAC34B0109ZZA,2014.03,2558,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,"GST on Production, Import Duties and Other Taxes",,
RNAA.SG01NAC34B0109ZZA,2015.03,2685,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,"GST on Production, Import Duties and Other Taxes",,
RNAA.SG01NAC34B0109ZZA,2016.03,2820,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,"GST on Production, Import Duties and Other Taxes",,
RNAA.SG01NAC34B0109ZZA,2017.03,3025,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,"GST on Production, Import Duties and Other Taxes",,
RNAA.SG01NAC34B0109ZZA,2018.03,3120,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,"GST on Production, Import Duties and Other Taxes",,
RNAA.SG01NAC34B0109ZZA,2019.03,3192,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,"GST on Production, Import Duties and Other Taxes",,
RNAA.SG01NAC34B0109ZZA,2020.03,3440,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,"GST on Production, Import Duties and Other Taxes",,
RNAA.SG01NAC34B0109ZZA,2021.03,3293,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,"GST on Production, Import Duties and Other Taxes",,
RNAA.SG01NAC34B0109ZZA,2022.03,0,PROVISIONAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,"GST on Production, Import Duties and Other Taxes",,
RNAA.SG01NAC34B0109ZZB,2000.03,17223,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Gross Domestic Product,,
RNAA.SG01NAC34B0109ZZB,2001.03,17447,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Gross Domestic Product,,
RNAA.SG01NAC34B0109ZZB,2002.03,18698,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Gross Domestic Product,,
RNAA.SG01NAC34B0109ZZB,2003.03,19573,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Gross Domestic Product,,
RNAA.SG01NAC34B0109ZZB,2004.03,20478,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Gross Domestic Product,,
RNAA.SG01NAC34B0109ZZB,2005.03,21505,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Gross Domestic Product,,
RNAA.SG01NAC34B0109ZZB,2006.03,22846,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Gross Domestic Product,,
RNAA.SG01NAC34B0109ZZB,2007.03,23441,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Gross Domestic Product,,
RNAA.SG01NAC34B0109ZZB,2008.03,25147,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Gross Domestic Product,,
RNAA.SG01NAC34B0109ZZB,2009.03,25769,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Gross Domestic Product,,
RNAA.SG01NAC34B0109ZZB,2010.03,27094,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Gross Domestic Product,,
RNAA.SG01NAC34B0109ZZB,2011.03,27714,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Gross Domestic Product,,
RNAA.SG01NAC34B0109ZZB,2012.03,29214,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Gross Domestic Product,,
RNAA.SG01NAC34B0109ZZB,2013.03,29697,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Gross Domestic Product,,
RNAA.SG01NAC34B0109ZZB,2014.03,30993,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Gross Domestic Product,,
RNAA.SG01NAC34B0109ZZB,2015.03,32304,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Gross Domestic Product,,
RNAA.SG01NAC34B0109ZZB,2016.03,33521,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Gross Domestic Product,,
RNAA.SG01NAC34B0109ZZB,2017.03,34954,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Gross Domestic Product,,
RNAA.SG01NAC34B0109ZZB,2018.03,36711,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Gross Domestic Product,,
RNAA.SG01NAC34B0109ZZB,2019.03,38067,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Gross Domestic Product,,
RNAA.SG01NAC34B0109ZZB,2020.03,41011,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Gross Domestic Product,,
RNAA.SG01NAC34B0109ZZB,2021.03,41073,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Gross Domestic Product,,
RNAA.SG01NAC34B0109ZZB,2022.03,44987,PROVISIONAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Gross Domestic Product,,
RNAA.SG01NAC34B0112AA1,2000.03,73,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,West Coast,Agriculture,,
RNAA.SG01NAC34B0112AA1,2001.03,110,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,West Coast,Agriculture,,
RNAA.SG01NAC34B0112AA1,2002.03,127,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,West Coast,Agriculture,,
RNAA.SG01NAC34B0112AA1,2003.03,79,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,West Coast,Agriculture,,
RNAA.SG01NAC34B0112AA1,2004.03,134,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,West Coast,Agriculture,,
RNAA.SG01NAC34B0112AA1,2005.03,126,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,West Coast,Agriculture,,
RNAA.SG01NAC34B0112AA1,2006.03,107,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,West Coast,Agriculture,,
RNAA.SG01NAC34B0112AA1,2007.03,128,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,West Coast,Agriculture,,
RNAA.SG01NAC34B0112AA1,2008.03,221,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,West Coast,Agriculture,,
RNAA.SG01NAC34B0112AA1,2009.03,140,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,West Coast,Agriculture,,
RNAA.SG01NAC34B0112AA1,2010.03,185,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,West Coast,Agriculture,,
RNAA.SG01NAC34B0112AA1,2011.03,221,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,West Coast,Agriculture,,
RNAA.SG01NAC34B0112AA1,2012.03,211,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,West Coast,Agriculture,,
RNAA.SG01NAC34B0112AA1,2013.03,173,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,West Coast,Agriculture,,
RNAA.SG01NAC34B0112AA1,2014.03,280,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,West Coast,Agriculture,,
RNAA.SG01NAC34B0112AA1,2015.03,140,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,West Coast,Agriculture,,
RNAA.SG01NAC34B0112AA1,2016.03,114,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,West Coast,Agriculture,,
RNAA.SG01NAC34B0112AA1,2017.03,216,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,West Coast,Agriculture,,
RNAA.SG01NAC34B0112AA1,2018.03,244,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,West Coast,Agriculture,,
RNAA.SG01NAC34B0112AA1,2019.03,235,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,West Coast,Agriculture,,
RNAA.SG01NAC34B0112AA1,2020.03,263,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,West Coast,Agriculture,,
RNAA.SG01NAC34B0112AA1,2021.03,264,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,West Coast,Agriculture,,
RNAA.SG01NAC34B0112AA1,2022.03,0,PROVISIONAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,West Coast,Agriculture,,
RNAA.SG01NAC34B0112AB1,2000.03,,CONFIDENTIAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,West Coast,"Forestry, Fishing, and Mining",,
RNAA.SG01NAC34B0112AB1,2001.03,,CONFIDENTIAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,West Coast,"Forestry, Fishing, and Mining",,
RNAA.SG01NAC34B0112AB1,2002.03,,CONFIDENTIAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,West Coast,"Forestry, Fishing, and Mining",,
RNAA.SG01NAC34B0112AB1,2003.03,,CONFIDENTIAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,West Coast,"Forestry, Fishing, and Mining",,
RNAA.SG01NAC34B0112AB1,2004.03,,CONFIDENTIAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,West Coast,"Forestry, Fishing, and Mining",,
RNAA.SG01NAC34B0112AB1,2005.03,,CONFIDENTIAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,West Coast,"Forestry, Fishing, and Mining",,
RNAA.SG01NAC34B0112AB1,2006.03,,CONFIDENTIAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,West Coast,"Forestry, Fishing, and Mining",,
RNAA.SG01NAC34B0112AB1,2007.03,,CONFIDENTIAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,West Coast,"Forestry, Fishing, and Mining",,
RNAA.SG01NAC34B0112AB1,2008.03,,CONFIDENTIAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,West Coast,"Forestry, Fishing, and Mining",,
RNAA.SG01NAC34B0112AB1,2009.03,,CONFIDENTIAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,West Coast,"Forestry, Fishing, and Mining",,
RNAA.SG01NAC34B0112AB1,2010.03,,CONFIDENTIAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,West Coast,"Forestry, Fishing, and Mining",,
RNAA.SG01NAC34B0112AB1,2011.03,,CONFIDENTIAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,West Coast,"Forestry, Fishing, and Mining",,
RNAA.SG01NAC34B0112AB1,2012.03,,CONFIDENTIAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,West Coast,"Forestry, Fishing, and Mining",,
RNAA.SG01NAC34B0112AB1,2013.03,,CONFIDENTIAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,West Coast,"Forestry, Fishing, and Mining",,
RNAA.SG01NAC34B0112AB1,2014.03,,CONFIDENTIAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,West Coast,"Forestry, Fishing, and Mining",,
RNAA.SG01NAC34B0112AB1,2015.03,,CONFIDENTIAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,West Coast,"Forestry, Fishing, and Mining",,
RNAA.SG01NAC34B0112AB1,2016.03,,CONFIDENTIAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,West Coast,"Forestry, Fishing, and Mining",,
RNAA.SG01NAC34B0112AB1,2017.03,,CONFIDENTIAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,West Coast,"Forestry, Fishing, and Mining",,
RNAA.SG01NAC34B0112AB1,2018.03,,CONFIDENTIAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,West Coast,"Forestry, Fishing, and Mining",,
RNAA.SG01NAC34B0112AB1,2019.03,,CONFIDENTIAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,West Coast,"Forestry, Fishing, and Mining",,
RNAA.SG01NAC34B0112AB1,2020.03,,CONFIDENTIAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,West Coast,"Forestry, Fishing, and Mining",,
